Clave,Descripción,Línea,Pub,MM,Cj,min
34750,MAGGI C/24/100 ML SAZO NESTLE,NESTL,39.00,39.00,35.50,33.00
34780,MAGGI C/6/800 ML NESTLE,NESTL,192.00,192.00,192.00,192.00
37730,MAGGI COCKTAIL C/4/1900 lt NESTLE,NESTL,228.00,228.00,222.00,222.00
34735,MAGGI PORCION C/408/5 NESTLE,NESTL,520.00,520.00,510.00,510.00
34765,MAGGI TOREADA 100ml/6 NESTLE,NESTL,36.00,36.00,34.00,34.00
34800,MAGICANASTA C/18/12,PALET,49.00,49.00,45.00,44.00
34820,MAIZ PALOMERO,FRUSE,25.00,25.00,22.00,22.00
34840,MAIZENA C/25,MATPR,28.00,28.00,22.00,21.00
34850,MAIZENA CAJA C/24/750,ABARR,99.00,99.00,99.00,99.00
5050,MAKIZU KOKUSAN TAPETE 24X24 REFORZADO,ORIEN,39.00,39.00,39.00,39.00
5051,MAKIZU SENCILLO KOKUZAN 24X24 TAPETE,ORIEN,27.00,27.00,24.50,24.50
42820,MANDARINA GAJOS 3 KG SAN MIGUEL C/6,ABARR,290.00,290.00,272.00,272.00
42825,MANDARINA GAJOS 425 GR SAN MIGU C/24,ABARR,44.00,44.00,41.00,41.00
35005,MANGA 12 C/12 DESCHABLE ESCOFIER,ALEGR,185.00,185.00,175.00,175.00
34960,MANGA C/6 DUYAS PCO 6126,ALEGR,51.97,51.97,40.60,37.35
19700,MANGA CHICA DESECHABLE C/100,ALEGR,83.52,83.52,62.64,59.50
34961,MANGA DECORAR 14 4-2386,ALEGR,56.00,56.00,49.00,43.00
34962,MANGA DECORAR 16 4-2387,ALEGR,59.00,59.00,54.00,51.01
34964,MANGA DECORAR 16 B16,ALEGR,75.69,75.69,65.25,60.03
34963,MANGA DECORAR 18 4-2388,ALEGR,68.00,68.00,66.00,61.00
34965,MANGA DECORAR 18 B18,ALEGR,92.51,92.51,79.75,73.37
34980,"MANGA DESECHABLE 12"" C/200 4635",ALEGR,4 .50,4 .50,3 .60,3 .40
35000,"MANGA DESECHABLE 18"" C/200 4675",ALEGR,8 .00,8 .00,6 .19,5 .80
34972,MANGA DESECHABLE TOL00835,ALEGR,104.40,93.96,125.28,80.04
19710,MANGA MEDIANA DESECHABLE C/100,ALEGR,88.00,88.00,66.00,63.50
6014,MANGA RESPOSTERA C/12  80103,ALEGR,44.54,44.54,33.41,32.00
35021,MANGO ALMIBAR CORINA 12/820 GR,ABACO,48.00,48.00,44.00,44.00
35020,MANGO ALMIBAR COSTEÑA 12/800 GR,ABACO,54.00,54.00,52.00,52.00
35022,MANGO ALMIBAR CUBO 12/425 GR MONTE,ABACO,42.00,42.00,39.00,37.50
35011,MANGO ENCHILADO LUCKY KG,FRUSE,120.00,120.00,110.00,110.00
35010,MANGO ENCHILADO NATURAL,FRUSE,205.00,205.00,190.00,180.00
42991,MANGO HABANERO POUCH 2 K C/5 PZ ZAFRAN,FOOZA,149.58,149.58,132.32,132.32
350271,MANTECA 24KG,ABARR,812.00,812.00,812.00,812.00
35025,MANTECA INCA C/12/1 KG,ABARR,72.00,72.00,68.00,66.00
35120,MANTEL REC BLANCO C/12,FIEST,35.99,35.99,31.48,30.17
43124,MANTEQUILLA PORCION LA GLORIA,MATPR,275.00,275.00,275.00,275.00
35030,MANZANA DESHIDRATADA KG,FRUSE,170.00,170.00,160.00,160.00
35341,MARCADOR REBANADA 2 CARAS 14/16 1328,ALEGR,127.99,127.99,125.00,121.00
431241,MARGARINA FLEX AZUL,MATPR,62.00,62.00,62.00,62.00
35420,MARQUETA 1 KILO BLANCA TURIN C/24,MATCH,270.00,270.00,265.00,260.00
35400,MARQUETA 1 KILO LECHE TURIN C/24,MATCH,270.00,270.00,235.00,230.00
35460,MARQUETA 1 KILO SEMIAMARGO TURIN C/24,MATCH,280.00,280.00,260.00,230.00
35402,MARQUETA LAPOSSE AMARGA C/2/6kg,MATCH,280.00,280.00,265.00,265.00
35401,MARQUETA LAPOSSE SEMIAMARGO C/2/6kg,MATCH,280.00,280.00,265.00,265.00
35440,MARQUETA SEMIAMARGO 6 KILOS,MATCH,"1,415.00","1,415.00","1,415.00","1,415.00"
35502,MASA PARA MANZANA TAMARIN GOL,ABARR,52.00,52.00,46.00,46.00
35324,MASAGO ARARE RICE 12/300 GR,ORIEN,305.00,305.00,295.00,295.00
35590,MAYONESA 3.4 c/4 McCORMICK,ABARR,305.00,305.00,305.00,305.00
35580,MAYONESA 3.45/6 STAR,ABARR,255.00,255.00,240.00,240.00
35589,MAYONESA 320gr McCORMICK,ABARR,42.00,42.00,42.00,42.00
45600,MAYONESA 390/24 heinz PET,FOOD,48.00,48.00,44.50,44.50
35540,MAYONESA BOLSA heinz C/4/3KG,FOOD,255.00,255.00,255.00,255.00
45601,MAYONESA LIMON HEINZ 200/8 GR,FOOD,325.00,325.00,325.00,325.00
35520,MAYONESA PORCION heinz C/500/8grs,FOOD,995.00,995.00,995.00,995.00
35480,MAZAPAN DE LA ROSA C/12/908GRS,DULCE,105.00,105.00,98.00,98.00
35481,MAZAPAN UNTABLE 12/400 GR,DULCE,65.30,65.30,60.00,57.50
35600,MEDIA CREMA NESTLE 225GR C/24,NESTL,19.00,19.00,17.50,17.50
35620,MEDIA CREMA NESTLE DE 1LT C/12,NESTL,69.00,69.00,66.00,66.00
35660,MEJORANTE MAGI MIX 440 GRS pq cjc/20 pq,MATPR,25.00,25.00,24.00,23.50
35740,MERMELADA FRESA CUBETA DOLCHE 5 KG,MATPR,335.00,335.00,335.00,335.00
35760,MERMELADA FRESA MANGA DOLCHE C/12,MATPR,72.00,72.00,68.00,68.00
35780,MERMELADA FRESA McCORMICK 980gr C/12,MATPR,88.00,88.00,80.00,80.00
35761,MERMELADA FRESA PORCION heinz C/120,FOOD,254.97,254.97,248.32,248.32
35800,MERMELADA NARANJA SMUCKER 510 GR,FOOD,84.00,84.00,82.00,82.00
35765,MERMELADA PIÑA MANGA DOLCHE C/12/1,MATPR,88.00,88.00,82.00,82.00
35820,MERMELADA ZARZAMORA COSTEÑA 540GR c/12,MATPR,27.00,27.00,25.00,24.10
35840,MERMELADA ZARZAMORA CUBETA 5 KG pz,MATPR,305.00,305.00,305.00,305.00
35860,MERMELADA ZARZAMORA MANGA DOLCHE C/12/1,MATPR,88.00,88.00,82.00,82.00
35803,MERMELADA ZARZAMORA SMUCKER 510grs,MATPR,84.00,84.00,82.00,82.00
35901,MIEL AGAVE 1 lt /12lt,MATPR,195.00,195.00,175.00,175.00
35910,MIEL AGAVE 660G  C/24,MATPR,67.89,67.89,62.46,62.46
35925,MIEL BEE ORGANIC 374gr,MATPR,105.00,105.00,105.00,95.00
35926,MIEL BEE ORGANIC 720gr,MATPR,135.00,135.00,125.00,125.00
35920,MIEL CARLOTA 1 KGM c/12,ABARR,172.00,172.00,165.00,158.00
35906,MIEL CARLOTA C/12/300 GRS,MATPR,59.00,59.00,58.00,58.00
35907,MIEL CARLOTA C/12/500 GRS,MATPR,86.00,86.00,80.00,80.00
32271,MIEL KARO BEBE 250 ML C/24 PZ,ABARR,46.00,46.00,44.00,43.00
33270,MIEL KARO BEBE 500 mil,ABARR,79.00,79.00,76.00,74.00
33096,MIEL MAPLE heinz  4/4.5 Kg,FOOD,225.00,225.00,225.00,225.00
33095,MIEL MAPLE heinz C/72 PORCION PZ,FOOD,180.56,180.56,171.30,169.00
35940,MIEL PURA heinz C/120 PZ PORCION,ABARR,505.00,505.00,505.00,505.00
35904,MIEL PURA ORGANIC .450 KG,MATPR,70.00,70.00,65.00,65.00
35903,MIEL PURA ORGANIC .750 KG,MATPR,135.00,135.00,135.00,135.00
35902,MIEL PURA ORGANIC 1.600 KG,MATPR,185.00,185.00,185.00,185.00
35980,MIGUELITO CHAMOY PULPA 1 litro/12,SALSA,58.00,58.00,54.00,54.00
35967,MIGUELITO LIMON CHILE BOTE 980gr C/12,SALSA,92.00,92.00,88.00,86.00
35962,MIGUELITO MANGO BOTE 950/12,SALSA,65.00,65.00,59.00,59.00
35968,MIGUELITO MORA BOLSA 1KG C/20,SALSA,68.00,68.00,62.00,62.00
35964,MIGUELITO MORA BOTE 950/12,SALSA,76.00,76.00,72.00,72.00
35960,MIGUELITO ORIGINAL BOTE 12/950 GR,SALSA,84.00,84.00,82.00,82.00
35969,MIGUELITO PEPINO LIMON BOTE 950/12,SALSA,80.00,80.00,75.00,75.00
35981,MIGUELITO SURTIDO C/48/250g POLVO,SALSA,26.00,26.00,23.00,23.00
28422,MINI RALLADOR 4 CARAS 3-0145,ALEGR,35.00,35.00,28.00,28.00
35202,MIRIN KOKUSAN DULCE HONTERI 12/1 LT,ORIEN,112.00,112.00,104.00,104.00
35201,MIRIN MIZKAN 710ml C/12,ORIEN,125.00,125.00,115.00,115.00
36705,MOLDE  ALUMINIO AL3020 C/100,MOAIN,16.00,15.00,13.80,13.20
36220,MOLDE 13 CRISTAL CUEVAS C/20/50,DESMO,38.00,38.00,35.99,35.99
36260,MOLDE 14 CRISTAL CUEVAS C/20/50,DESMO,44.00,44.00,40.99,40.99
36321,MOLDE 15 CRISTAL RAM C/20/50,DESMO,18.00,18.00,15.50,15.50
36060,MOLDE 16 CRISTAL CUEVAS C/20/50,DESMO,44.00,44.00,40.99,40.99
36340,MOLDE 16 CRISTAL RAM C/20/50,DESMO,19.00,19.00,16.50,16.21
36380,MOLDE 17 BAJO CRISTAL RAM C/20/50,DESMO,22.01,22.01,20.50,20.10
36400,MOLDE 17 CRISTAL CUEVAS C/20/50,DESMO,46.01,46.01,43.00,43.00
36460,MOLDE 19 CRISTAL CUEVAS  C/20/50,DESMO,44.00,44.00,44.00,44.00
36500,MOLDE 20 CUEVAS C/20/25,DESMO,52.00,52.00,51.01,51.01
36520,MOLDE 4A CUEVAS C/40/50,DESEC,18.00,18.00,15.90,15.60
36560,MOLDE A-123 AL-09,MOAIN,2 .51,2 .10,1 .90,1 .75
36600,"MOLDE ALUMINI 512 C/280 ,AL16 C/500 INIX",MOAIN,5 .00,4 .50,3 .50,3 .40
36200,MOLDE ALUMINIO 1268 AL28  INIX C/150,MOAIN,19.00,19.00,16.30,15.90
36846,MOLDE ALUMINIO 18 PASTEL,MOALU,46.01,46.01,43.00,43.00
36845,MOLDE ALUMINIO 20 PASTEL,MOALU,72.00,72.00,68.00,68.00
36844,MOLDE ALUMINIO 22 PASTEL,MOALU,75.01,75.01,72.00,72.00
36843,MOLDE ALUMINIO 24 PASTEL,MOALU,84.00,84.00,78.00,76.00
368431,MOLDE ALUMINIO 26 PASTEL,MOALU,80.01,80.01,75.01,75.01
36842,MOLDE ALUMINIO 28 PASTEL,MOALU,105.00,105.00,95.00,95.00
36841,MOLDE ALUMINIO 30 PASTEL,MOALU,115.00,115.00,105.00,105.00
36660,MOLDE ALUMINIO 516 (AL-21) C/250 inix,MOAIN,8 .00,8 .00,5 .95,5 .80
36780,MOLDE ALUMINIO PAY 1022 INIX (AL22)C/500,MOAIN,7 .51,6 .99,6 .40,6 .10
36820,"MOLDE ALUMINIO PAY 963 9"" AL-20-C C/300",MOAIN,8 .50,8 .50,7 .51,6 .80
368291,MOLDE DESMONT REDONDO 28X6 1-130,ALEGR,165.00,165.00,154.00,145.00
6010,MOLDE DONA MINI SILICON,ALEGR,102.08,102.08,76.56,72.00
36202,MOLDE FLAN AL-07  600 C/400 PZ,MOAIN,2 .51,2 .00,1 .95,1 .95
36970,MOLDE FLAN ALUMINIO 5X1X0  PZ,MOALU,16.05,16.05,12.04,11.04
36208,MOLDE LASAGNA 4X5 C/300 PZ AL-1310,MOAIN,6 .50,6 .00,5 .20,5 .20
6049,MOLDE MUFFIN C/12 1435,MOALU,98.14,98.14,81.78,75.24
36700,MOLDE PANQUE 473 AL-1122 C/500,MOAIN,9 .00,8 .00,6 .99,6 .99
6045,MOLDE PANQUE 6 CORAZON AZ-5363,ALEGR,48.02,48.02,40.02,36.82
36720,MOLDE PASTEL 421 (2063-55-100) c/100 pz,MOAIN,18.00,16.80,15.80,15.30
36760,MOLDE PASTEL 442 (4048-35-500) c/500 pz,MOAIN,10.00,10.00,10.00,10.00
36800,MOLDE PAY 680 AL-11C INIX C/1000,MOAIN,2 .51,2 .20,1 .65,1 .55
38821,MOLDE ROSCA ALUMINIO 24,MOALU,59.00,59.00,53.00,52.00
38824,MOLDE ROSCA ALUMINIO 26,MOALU,66.00,66.00,60.00,58.00
24593,MOLDE SILICON 5 ROSAS 63-214,ALEGR,225.01,225.01,214.99,205.00
24608,MOLDE SILICON BUNDT 24X11 SIL001009,ALEGR,145.00,145.00,135.00,121.00
24587,MOLDE SILICON CONEJOS Y HUEVOS 5-5262,ALEGR,54.00,54.00,49.00,45.00
24652,MOLDE SILICON CORAZON SIL001221,ALEGR,120.00,120.00,115.00,110.00
24654,MOLDE SILICON CORAZON SILIO1279,ALEGR,150.00,150.00,135.00,135.00
24651,MOLDE SILICON CUPCAKE 12 CAV SIL01194,ALEGR,120.00,120.00,115.00,110.00
24609,MOLDE SILICON DETALLES COCINA 63-215,ALEGR,55.00,52.20,45.24,40.02
24611,MOLDE SILICON FONDANT BAUTIZO 63-131,ALEGR,115.00,113.10,98.02,86.71
24588,MOLDE SILICON NUMEROS 5-5267,ALEGR,54.00,54.00,49.00,45.00
24591,MOLDE SILICON PASTELITOS 15 CAV 4-0493,ALEGR,67.00,67.00,63.00,56.00
24650,MOLDE SILICON ROJO 6 CAV 6200M,ALEGR,150.00,150.00,135.00,130.00
24613,MOLDE SILICON SIL00000754,ALEGR,117.74,117.74,101.50,93.38
24583,MOLDE SILICON TREN 5-5054,ALEGR,115.00,113.10,98.02,86.71
10285,MOLE PICOSO DON PANCHO 5 KG,ABARR,715.00,715.00,715.00,715.00
45621,MOSTAZA ANTIGUA MAILLE C/12/210 g,FOOD,72.00,72.00,69.00,69.00
45622,MOSTAZA ANTIGUA MAILLE C/6/865G,FOOD,195.00,195.00,195.00,195.00
45620,MOSTAZA BOLSA heinz C/4/3,FOOD,155.00,155.00,155.00,145.00
45623,MOSTAZA DIJON MAILLE C/24/215 g,FOOD,65.00,65.00,62.00,62.00
45624,MOSTAZA DIJON MAILLE C/6/865G,FOOD,170.00,170.00,165.00,165.00
36860,MOSTAZA heinz C/500 PZ PORCION,FOOD,225.00,225.00,225.00,225.00
36890,MOSTAZA HEINZ PORCION C/200 PZ,FOODD,132.00,132.00,125.00,125.00
36900,MOSTAZA heinz YELLOW C/16/390,FOOD,49.00,49.00,46.00,44.00
45626,MOSTAZA McCORMICK 3.85/4pz,ABARR,155.00,155.00,155.00,155.00
456241,MOSTAZA MIEL MAILLE C/6/230,FOOD,82.00,82.00,72.00,72.00
36943,MOSTAZA PORCIONADO zafran C/204,FOOZA,105.00,105.00,98.00,98.00
36940,MOSTAZA STAR 3.53 KG C/6,ABARR,112.00,112.00,112.00,112.00
45625,MOSTAZA TARRO HEINZ 3.8 KG,FOOD,117.00,117.00,112.00,112.00
36980,MUÑECO PARA ROSCA C/10/100,DESEC,25.00,22.01,21.00,21.00
17752,NANAMI TOGARASHI 300gr CHILI PAPPER,ORIEN,205.00,205.00,205.00,205.00
10735,NARANJA PASTOR EX 1 KG TROPIC,COLOT,257.98,257.98,238.15,228.22
25642,NATILLA  GRANEL,DULCE,180.00,160.00,135.00,130.00
16701,NEGRO 100 100 GRS TROPIC,COLOT,122.62,122.62,113.54,104.46
16705,NEGRO EX B 1 KG TROPIC,COLOT,933.73,933.73,896.38,859.03
37010,NESCAFE CLASICO NESTLE 1KG,NESTL,438.22,438.22,426.79,419.16
37008,NESCAFE CLASICO NESTLE C/12/200grs,NESTL,135.00,135.00,128.00,128.00
37000,NEVALINA KG,MATPR,150.00,140.00,125.00,125.00
37020,NIVELADOR PASTEL 5-5420,ALEGR,74.24,74.24,58.00,53.36
37040,NUEZ CASTILLA KG,FRUNA,210.00,210.00,210.00,210.00
37090,NUEZ CON CACAO XIOCOLAT C/10kg,DULCE,440.00,400.00,390.00,390.00
37080,NUEZ ENTERA KG,FRUNA,280.00,280.00,260.00,250.00
37060,NUEZ GARAPIÑADA MITAD,FRUCA,240.00,240.00,220.00,220.00
37100,NUEZ GRANILLO KG,FRUNA,220.00,200.00,195.00,192.00
37121,NUEZ INDIA cruda KG,FRUNA,240.00,240.00,215.00,205.00
37122,NUEZ INDIA ENCHILADA,FRUNA,240.00,220.00,195.00,185.00
37120,NUEZ INDIA FRITA KG,FRUNA,280.00,280.00,260.00,240.00
37045,NUEZ MOSCADA ENTERA,FRUSE,900.00,900.00,850.00,850.00
37046,NUEZ MOSCADA MOLIDA,FRUSE,900.00,900.00,840.00,840.00
37140,NUEZ PEDAZO KG,FRUNA,220.00,200.00,195.00,192.00
37160,NUTELLA 650grs c/12pz,MATPR,138.00,138.00,135.00,135.00
37161,NUTELLA 950 GR c/8pz,MATPR,185.00,185.00,182.00,182.00
37163,NUTELLA CUBETA 2/3KG,MATPR,565.00,565.00,555.00,555.00
37162,NUTELLA MANGA 6/1KG,MATPR,195.00,195.00,195.00,195.00
37188,OREGANO ENTERO ORGANIC gde 100gr,SPECI,72.00,72.00,65.00,65.00
37185,OREGANO POLVO ORGANIC C/200 GRS,SPECI,48.00,48.00,45.00,43.00
35510,PA MICHELA lt c/12,SALSA,89.00,89.00,82.00,78.00
37200,PACIFIC MIX COCTEL 4 LTC/6,SALSA,115.00,115.00,108.00,108.00
37211,PALA P/SERVIR PASTEL AS3000 TOL001024,ALEGR,74.24,74.24,55.68,51.04
6036,PALA Y BROCHA SILICON 0328,ALEGR,27.14,27.14,22.62,20.81
10411,PALILLO AGITADOR 14cm MADERA C/10/1000,MADEB,90.00,90.00,82.00,82.00
10410,PALILLO AGITADOR 18cm MADERA C/10/1000,MADEB,95.00,95.00,90.00,82.00
37263,PALILLO AGITADOR BLANCO 18cm C/5kg PRIMO,DEPOP,151.99,151.99,148.00,148.00
37280,PALILLO BAMBOO 10 (25cm)  C/100,MADEB,26.00,26.00,16.00,16.00
37300,PALILLO BAMBOO 12 (30cm)  C/8,MADEB,28.00,28.00,18.00,18.00
37320,PALILLO BAMBOO 6 (15cm) C/100,MADEB,22.01,22.01,15.50,14.50
37340,PALILLO BAMBOO 8 (20cm) C/100,MADEB,24.00,24.00,15.50,13.50
37380,PALILLO DENTAL A GRANEL c/10 kg,ABARR,175.00,175.00,155.00,155.00
37285,PALILLO GOLF C/100/100pz,MADEB,38.00,38.00,32.00,29.50
37274,PALILLO NUDO 12 CM C/50/200,MADEB,88.00,88.00,78.00,74.00
37271,PALILLO NUDO 15 C C/50/200 4-0705,MADEB,95.00,95.00,85.00,78.00
37270,PALILLO NUDO 9 CM C/50/200 4-0702,MADEB,84.00,84.00,76.00,69.00
37420,PALILLO TARASQUITO 800 C/10/10,ABARR,18.00,18.00,15.50,15.50
37440,PALILLO TARASQUITO SALERO C/12/12,ABARR,15.00,11.99,9 .50,9 .50
37460,PALILLO TARASQUITOS C/10/200,ABARR,8 .00,6 .50,5 .50,5 .00
37406,PALILLOS CHINOS 20 cm BAMBU 2-004,ALEGR,72.00,72.00,68.00,68.00
37407,PALILLOS CHINOS 23 cm BAMBOO,ORIEN,125.00,125.00,118.00,118.00
37405,PALILLOS DE SOMBRILLA C/50/144pz,ALEGR,95.00,95.00,92.00,92.00
32262,PALMITO ENTERO 420gr/12 SAN MIGUEL,FOOD,75.00,75.00,68.00,66.00
37846,PANKO 450 GR TOYO,ORIEN,44.00,44.00,42.00,42.00
37845,PANKO BTO C/9 KG,ORIEN,620.00,620.00,605.00,605.00
35381,PAÑUELO FIBRA PAQ C/10pq,DESEC,18.00,18.00,15.00,15.00
37860,PAPEL  ALIMENTICIO 2KG C/1500,PAPPE,475.00,475.00,465.00,455.00
37880,PAPEL ALIMENTICIO 1KG  C/3000,PAPPE,475.00,475.00,465.00,455.00
37900,PAPEL ALUMINIO  50 CASTY C/12,ALUFO,32.00,32.00,29.00,28.00
37960,PAPEL ALUMINIO 10 CASTY  C/18,ALUFO,13.00,13.00,10.50,9 .80
37940,PAPEL ALUMINIO 100 ALUBARA R CASTY C/12,ALUFO,69.99,69.99,64.00,61.00
38000,PAPEL ALUMINIO 100 CASTY C/12,ALUFO,66.00,66.00,60.00,60.00
38122,PAPEL ALUMINIO 2.5 kg cal 25c/6 CASTY,ALUFO,340.00,340.00,330.00,325.00
38123,PAPEL ALUMINIO 2.5kg cal 20 c/6 CASTY,ALUFO,340.00,340.00,330.00,325.00
38140,PAPEL ALUMINIO 400 AZUL AZTECA C/6pz 11,ALUFO,245.00,245.00,225.01,214.99
38162,PAPEL ALUMINIO 400 cal 11 CASTY C/6 PZ,ALUFO,205.00,205.00,195.00,192.00
38160,PAPEL ALUMINIO 400 cal 20 CASTY C/6,ALUFO,205.00,205.00,195.00,192.00
38161,PAPEL ALUMINIO 400 cal 25 CASTY REFO C/6,ALUFO,205.00,205.00,195.00,192.00
38220,PAPEL ALUMINIO 400 ROJO AZTECA C/6 ca 14,ALUFO,245.00,245.00,225.01,214.99
38040,PAPEL ALUMINIO 45cm C/4/ 1.5 JUMBO CASTY,ALUFO,265.00,265.00,245.00,225.01
38041,PAPEL ALUMINIO 45cm C/6 JUMBO AZTECA,ALUFO,345.00,345.00,325.00,325.00
38260,PAPEL ALUMINIO 45X10 CASTY SEVEN C/6,ALUFO,62.00,62.00,55.00,53.00
37941,PAPEL ALUMINIO 50 ALUBARA C/12,ALUFO,40.00,40.00,35.99,33.00
38200,PAPEL ALUMINIO FOIL JUMBO AZTECA C/6 PZ,ALUFO,245.00,245.00,225.01,214.99
38180,PAPEL ALUMINIO SM FOIL MINI  C/10 PZ,ALUFO,125.00,125.00,115.00,115.00
38340,PAPEL BLANCO C/25,PAPPE,26.00,26.00,21.00,21.00
38350,PAPEL BLANCO TAMALERO C/10 20x27,PAPPE,30.00,30.00,24.50,22.50
38480,PAPEL BLANCO TAQUERO 13x19,PAPPE,30.00,30.00,24.50,22.50
38360,PAPEL BLANCO TORTERO C/25 kg 30x40,PAPPE,30.00,30.00,24.50,22.50
38380,PAPEL CAFE BALA C/50,PAPPE,38.00,38.00,35.00,35.00
38440,PAPEL CAFE LITO 60X90 c/25 kg,PAPPE,40.00,40.00,35.99,35.99
32936,PAPEL ENCERADO 13X13 CM C/5kg  KILO,PAPPE,90.00,90.00,90.00,90.00
38501,PAPEL ENCERADO 20 MTS C/24 EMPACK,ALUFO,25.00,25.00,23.50,22.50
38460,PAPEL ENCERADO 35X45 C/5KG,PAPPE,395.00,395.00,385.00,385.00
38540,PAPEL ENCERADO CARTA C/5,ALUFO,80.01,80.01,68.00,68.00
38502,PAPEL ENCERADO ZARAGOZA 30 MTS,ALUFO,54.00,54.00,52.00,52.00
38560,PAPEL ESTRELLA 42X62 C/1000,PAPEL,5 .00,5 .00,3 .90,3 .50
38601,PAPEL HIGIENICO JR MARLI C/12/180,HIGIE,38.00,38.00,29.50,29.50
38640,PAPEL MIXOTE 31x31 C/10pq/100pz,PAPEL,104.40,104.40,104.40,104.40
38639,PAPEL ORO PLATA COMESTIBLE .1oz,PASTE,150.00,150.00,130.00,120.00
38644,PAPRIKA ORGANIC C/200 GRS,SPECI,48.00,48.00,44.00,41.00
38641,PAPRIKA PRAGNA C/616 GRS,SPECI,234.45,234.45,208.40,199.72
38660,PASA BLANCA C/13.64 kg,FRUSE,180.00,180.00,160.00,160.00
38700,PASA CON CHOCOLATE AMARGO LAPOSS C/5 KG,FRUSE,240.00,220.00,205.00,205.00
38710,PASA CON CHOCOLATE LATIN C/7 KG,FRUSE,90.00,90.00,75.00,75.00
38720,PASA CON CHOCOLATE LECHE LAPOSSE C/5,FRUSE,240.00,220.00,207.00,207.00
38680,PASA UVA C/10,FRUSE,70.00,60.00,54.00,50.10
28450,PASTA ARROZ ANCHO 250gr,ORIEN,52.00,52.00,46.00,46.00
35303,PASTA CHUKA SOBA RAMEN C/170gr/48,ORIEN,26.00,26.00,24.00,22.00
386511,PASTA CODO 4 BARILLA 12/500,FOOD,29.00,29.00,29.00,29.00
52615,PASTA CURRY  AMARILLO 24/400 GRS AROY-D,ORIEN,88.00,88.00,82.00,82.00
35300,PASTA CURRY ROJO 400GRC/24 PZ AROY-D,ORIEN,82.00,82.00,75.50,75.50
52616,PASTA CURRY VERDE ARROY 400GR,ORIEN,82.00,82.00,75.50,75.50
38651,PASTA FETUCHINI BARILLA C/25/500 GRS,FOOD,28.00,28.00,28.00,28.00
38652,PASTA FIDEO C/20/200grs,FOOD,10.00,10.00,8 .90,8 .90
28443,PASTA FIDEO CHAO CHING 285 GS C/50 PZ,ORIEN,54.00,54.00,52.00,52.00
38649,PASTA FUSILLI BARILLA C/12,FOOD,29.00,29.00,26.50,26.50
38648,PASTA LASAGNA BARILLA c/12,FOOD,105.00,105.00,105.00,99.00
38653,PASTA PENNE RIGATE BARILLA C/14/500 gr,FOOD,29.00,29.00,29.00,29.00
35301,PASTA RAMEN SAPPORO 100grc/24,ORIEN,26.00,26.00,24.50,24.00
38646,PASTA SPAGUETTI BARILLA C/25/500,ABARR,27.05,27.50,26.80,26.80
35305,PASTA YAKISOBA 102gr/24  CHOW MEIN,ORIEN,26.00,26.00,23.00,23.00
38740,PASTILLA USHER MENTA  BREKS C/40/100,DULCE,52.00,52.00,49.00,49.00
38760,PASTILLA USHER YERBA BREKS C/40/100,DULCE,52.00,52.00,49.00,49.00
38800,PAVERA CHICA 456 C/100,MOAIN,16.00,16.00,14.00,13.50
38840,PAVERA OVALADA C/50,MOALU,20.00,20.00,17.50,15.00
38860,PAVERA RECTANGULAR C/50,MOAIN,20.00,20.00,17.50,15.50
38880,PECTINA CITRICA kilo,MATPR,700.00,649.99,660.01,640.00
38905,PEPINILLO ASTRA C/4/3 kg,FOOD,137.00,137.00,137.00,137.00
38993,PEPINILLO SAN MIGUEL 780/12pz,FOOD,75.00,75.00,70.00,70.00
38908,PEPINILLO SAN MIGUEL C/4/3.94kg,FOOD,165.00,165.00,165.00,165.00
33755,PEPINO LIMON EN POLVO PRAGNA,MATPR,47.25,47.25,42.00,40.25
38909,PEPITA GARAPIÑADA,FRUCA,240.00,240.00,210.00,210.00
38910,PEPITA PELADA,FRUSE,220.00,220.00,210.00,210.00
38900,PERA DE ANIS C/20,DULCE,120.00,120.00,95.00,95.00
38965,PILONCILLO GRANEL,ABARR,38.00,38.00,32.00,32.00
38919,PIMIENTA CAYENA ORGANIC 200 g,SPECI,36.00,36.00,33.00,33.00
38924,PIMIENTA ENTERA ORGANIC C/200 GR,SPECI,40.00,40.00,35.00,35.00
389521,PIMIENTA LIMON 2.7kg BOLSA PRAGNA,SPECI,320.63,320.63,285.00,273.13
389522,PIMIENTA LIMON 490/12 Zafran,FOOZA,62.78,62.78,54.87,52.08
389511,PIMIENTA LIMON ALITAS zafran C/4/3.8,FOOZA,383.32,383.32,352.65,343.45
389520,PIMIENTA LIMON ORGANIC BOLSA 1.2 KG,SPECI,120.00,120.00,120.00,120.00
38945,PIMIENTA LIMON ORGANIC C/300 GRS,SPECI,60.00,60.00,55.00,52.00
38952,PIMIENTA LIMON PRAGNA C/1.164gr,SPECI,257.67,257.67,229.04,219.50
389526,PIMIENTA NEGRA kilo MOLIDA,SPECI,195.00,195.00,195.00,195.00
38927,PIMIENTA NEGRA MOLIDA PRAGNA C/12/530grs,MATPR,295.00,295.00,280.00,260.00
38925,PIMIENTA NEGRA POLVO ORGANIC C/200 GRS,SPECI,60.00,60.00,52.00,44.00
38928,PIMIENTAS POPURRI 170gr MOLINO PRAGNA,SPECI,346.66,346.66,308.14,295.30
38932,PIMIENTO MORRON 12/780gr PASIEGA,ABARR,78.00,78.00,72.00,72.00
38931,PIMIENTO MORRON COSTEÑA  C/24 200grs,ABARR,25.00,25.00,22.00,22.00
